no,short_code,question_en,question_kh,description,unit_en,unit_kh,group_en,group_kh,validate_rule
215.a,T_Fe_Khaonh_Indig,Khon,ខោញ,# total FEMALES who  are Khaonh indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
215.b,T_Khaonh_6-11,Khon,ខោញ,# total boys 6-11 years  who  are Khaonh indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
215.c,T_Fe_Khaonh_6-11,Khon,ខោញ,# total girls 6-11 years  who  are Khaonh indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
215.d,T_Tompu_Indig,Tompuonn,ទំពូន,# total people who  are  Tompuonn indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
216,T_Fe_Tompu_Indig,Tompuonn,ទំពូន,# total FEMALES who  are Tompuonn indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
216.a,T_Tompu_6-11,Tompuonn,ទំពូន,# total boys 6-11 years  who  are Tompuonn indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
216.b,T_Fe_Tompu_6-11,Tompuonn,ទំពូន,# total girls 6-11 years  who  are Tompuonn indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
216.c,T_Char_Indig,Charay,ចារាយ,# total people who  are  Charay indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
216.d,T_Fe_Char_Indig,Charay,ចារាយ,# total FEMALES who  are Charay indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
217,T_Char_6-11,Charay,ចារាយ,# total boys 6-11 years  who  are Charay indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
217.a,T_Fe_Char_6-11,Charay,ចារាយ,# total girls 6-11 years  who  are Charay indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
217.b,T_Kroeng_Indig,Kreung,គ្រឹង,# total people who  are  Kroeung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
217.c,T_Fe_Kroeng_Indig,Kreung,គ្រឹង,# total FEMALES who  are Kroeung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
217.d,T_Kroeng_6-11,Kreung,គ្រឹង,# total boys 6-11 years  who  are Kroeung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
218,T_Fe_Kroeng_6-11,Kreung,គ្រឹង,# total girls 6-11 years  who  are Kroeung indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
218.a,T_Kavet_Indig,Kavet,កាវ៉ែត,# total people who  are  Kavet indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
218.b,T_Fe_Kavet_Indig,Kavet,កាវ៉ែត,# total FEMALES who  are Kavet indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
218.c,T_Kavet_6-11,Kavet,កាវ៉ែត,# total boys 6-11 years  who  are Kavet indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
218.d,T_Fe_Kavet_6-11,Kavet,កាវ៉ែត,# total girls 6-11 years  who  are Kavet indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
219,T_Saouch_Indig,Saoch,ស្អូច,# total people who  are  Saouch indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
219.a,T_Fe_Saouch_Indig,Saoch,ស្អូច,# total FEMALES who  are Saouch indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
219.b,T_Saouch_6-11,Saoch,ស្អូច,# total boys 6-11 years  who  are Saouch indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
219.c,T_Fe_Saouch_6-11,Saoch,ស្អូច,# total girls 6-11 years  who  are Saouch indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
219.d,T_Lun_Indig,Lun,លន់,# total people who  are Lun indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
220,T_Fe_Lun_Indig,Lun,លន់,# total FEMALES who  are Lun indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
220.a,T_Lun_6-11,Lun,លន់,# total boys 6-11 years  who  are Lun indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
220.b,T_Fe_Lun_6-11,Lun,លន់,# total girls 6-11 years  who  are Lun indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
220.c,T-Kachak_Indig,Kachak,កាចក់,# total people who  are Kachak indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
220.d,T_Fe_Kachak_Indig,Kachak,កាចក់,# total FEMALES who  are Kachak indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
221,T_Kachak_6-11,Kachak,កាចក់,# total boys 6-11 years  who  are Kachak indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
221.a,T_Fe_Kachak_6-11,Kachak,កាចក់,# total girls 6-11 years  who  are Kachak indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
221.b,T_Praov_Indig,Praov,ព្រៅ,# total people who  are Praov indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
221.c,T_Fe_Praov_Indig,Praov,ព្រៅ,# total FEMALES who  are Praov indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
221.d,T_Praov_6-11,Praov,ព្រៅ,# total boys 6-11 years  who  are Praov indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
222,T_Fe_Praov_6-11,Praov,ព្រៅ,# total girls 6-11 years  who  are Praov indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
222.a,Rordei_Fami,Rodei,រដៃ,# of Rordei indigenous families,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
222.b,T_Rordei_Indig,Rodei,រដៃ,# total people who  are Rordei indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
222.c,T_Fe_Rordei_Indig,Rodei,រដៃ,# total FEMALES who  are Rordei indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
222.d,T_Rordei_6-11,Rodei,រដៃ,# total boys 6-11 years  who  are Rordei indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
223,T_Fe_Rordei_6-11,Rodei,រដៃ,# total girls 6-11 years  who  are Rordei indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
223.a,Chorng_Fami,Choung,ជង,# of Chorng indigenous families,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
223.b,T_Chorng_Indig,Choung,ជង,# total people who  are Chorng indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
223.c,T_Fe_Chorng_Indig,Choung,ជង,# total FEMALES who  are Chorng indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
223.d,T_Chorng_6-11,Choung,ជង,# total boys 6-11 years  who  are Chorng indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
224,T_Fe_Chorng_6-11,Choung,ជង,# total girls 6-11 years  who  are Chorng indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
224.a,Por_Fami,Por,ព័រ,# of Por indigenous families,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
224.b,T_Por_Indig,Por,ព័រ,# total people who  are Por indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
224.c,T_Fe_Por_Indig,Por,ព័រ,# total FEMALES who  are Por indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
224.d,T_Por_6-11,Por,ព័រ,# total boys 6-11 years  who  are Por indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
225,T_Fe_Por_6-11,Por,ព័រ,# total girls 6-11 years  who  are Por indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
225.a,Souy_Fami,Suy,សួយ,# of Soury indigenous families,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
225.b,T_Soury_Indig,Suy,សួយ,# total people who  are Soury indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
225.c,T_Fe_Soury_Indig,Suy,សួយ,# total FEMALES who  are Soury indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
225.d,T_Soury_6-11,Suy,សួយ,# total boys 6-11 years  who  are Soury indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
226,T_Fe_Soury_6-11,Suy,សួយ,# total girls 6-11 years  who  are Soury indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
226.a,T_Oth_Indig,Others,ជនជាតិដើម ភាគតិចដែលគ្មានឈោ្មះខាង លើ,# total people who  are other indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
226.b,RoOung_Fami,Ro Qung,រអ៊ូង,# of Ro Oung indigenous families,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
226.c,T_Fe_Oth_Indig,Others,ជនជាតិដើម ភាគតិចដែលគ្មានឈោ្មះខាង លើ,# total FEMALES who  are other indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
226.d,T_RoOung_Indig,Ro Qung,រអ៊ូង,# total people who are Ro Oung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
227,T_Oth_6-11,Others,ជនជាតិដើម ភាគតិចដែលគ្មានឈោ្មះខាង លើ,# total boys 6-11 years  who  are other indigenous,Families,គ្រូសារ,Minorities,ជនជាតិដើមភាគតិច,
227.a,T_Fe_RoOung_Indig,Ro Qung,រអ៊ូង,# total FEMALES who are Ro Oung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
227.b,T_Fe_Oth_6-11,Others,ជនជាតិដើម ភាគតិចដែលគ្មានឈោ្មះខាង លើ,# total girls 6-11 years  who  are other indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
227.c,T_RoOung_6-11,Ro Qung,រអ៊ូង,# total boys 6-11 years who are Ro Oung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
227.d,T_Fe_RoOung_6-11,Ro Qung,រអ៊ូង,# total girls 6-11 years who are Ro Oung indigenous,People,នាក់,Minorities,ជនជាតិដើមភាគតិច,
